Date,Date.1,FEDERALBNK.NS.Open,FEDERALBNK.NS.High,FEDERALBNK.NS.Low,FEDERALBNK.NS.Close,FEDERALBNK.NS.Volume,FEDERALBNK.NS.Adjusted,log_returns
2014-03-31,2014-03-31,48.5,48.875,46.650002,47.875,10294986.0,44.163067,-0.00624661276134164
2014-04-01,2014-04-01,47.875,48.099998,46.650002,46.900002,3742418.0,43.26366,-0.020575829888107574
2014-04-02,2014-04-02,47.375,48.0,46.625,47.849998,9840314.0,44.140003,0.02005344713234392
2014-04-03,2014-04-03,48.200001,48.325001,46.25,46.924999,9156498.0,43.286716,-0.0195206706936748
2014-04-04,2014-04-04,46.900002,47.375,46.299999,47.200001,4001544.0,43.540398,0.00584339868389705
2014-04-07,2014-04-07,47.25,47.5,46.099998,46.525002,4620000.0,42.917736,-0.014404029714194966
2014-04-09,2014-04-09,46.674999,49.0,46.625,48.75,7291792.0,44.970219,0.046715303613854335
2014-04-10,2014-04-10,49.0,49.950001,48.450001,49.125,6876254.0,45.316143,0.007662855940554269
2014-04-11,2014-04-11,48.400002,49.0,47.825001,48.674999,5213878.0,44.901031,-0.009202570001920485
2014-04-15,2014-04-15,48.525002,48.849998,46.450001,46.674999,4497858.0,43.056107,-0.04195667750556797
2014-04-16,2014-04-16,46.950001,47.700001,45.099998,45.424999,6389854.0,41.903019,-0.027146202278697903
2014-04-17,2014-04-17,45.700001,47.5,45.424999,47.200001,5088714.0,43.540398,0.03833131994597272
2014-04-21,2014-04-21,47.400002,48.049999,46.349998,47.900002,6869678.0,44.186123,0.01472158372772858
2014-04-22,2014-04-22,48.0,48.150002,46.549999,46.700001,5090834.0,43.079166,-0.02537128774278541
2014-04-23,2014-04-23,46.700001,47.950001,46.5,47.349998,10459404.0,43.678764,0.01382254156367635
2014-04-24,2014-04-24,47.349998,47.349998,47.349998,47.349998,0.0,43.678764,0.0
2014-04-25,2014-04-25,47.150002,48.099998,46.650002,47.049999,3542736.0,43.402031,-0.006355797086567971
2014-04-28,2014-04-28,47.049999,47.674999,46.275002,47.375,7229528.0,43.701832,0.006883786173204509
2014-04-29,2014-04-29,47.674999,47.825001,45.724998,46.125,8552492.0,42.548748,-0.026739593039962983
2014-04-30,2014-04-30,47.25,47.474998,43.375,45.224998,15306840.0,41.718525,-0.019705155618014558
2014-05-02,2014-05-02,45.674999,46.450001,45.5,46.200001,4226816.0,42.617931,0.02132980544655361
2014-05-05,2014-05-05,46.174999,46.900002,46.150002,46.450001,4214588.0,42.848549,0.005396701951856375
2014-05-06,2014-05-06,46.650002,46.950001,46.0,46.150002,5631824.0,42.571808,-0.006479531998011989
2014-05-07,2014-05-07,46.200001,46.450001,45.5,45.724998,2236248.0,42.17976,-0.009251765028036374
2014-05-08,2014-05-08,45.724998,46.25,45.5,46.0,2547002.0,42.433437,0.005996174806170984
2014-05-09,2014-05-09,46.0,47.875,45.799999,47.650002,6312224.0,43.955509,0.035241303320934225
2014-05-12,2014-05-12,47.799999,49.5,47.625,49.049999,8677494.0,45.24696,0.02895752230754045
2014-05-13,2014-05-13,50.025002,52.450001,49.75,51.349998,13496202.0,47.368629,0.045824688579574335
2014-05-14,2014-05-14,51.549999,53.174999,51.125,52.099998,10347698.0,48.060478,0.014500002011585522
2014-05-15,2014-05-15,52.200001,52.700001,50.5,51.174999,10484902.0,47.207203,-0.017913689279207556
2014-05-16,2014-05-16,52.424999,56.224998,52.174999,53.700001,31039554.0,49.53643,0.04816187160452934
2014-05-19,2014-05-19,54.5,58.474998,54.099998,57.474998,22992196.0,53.018734,0.06793696430868977
2014-05-20,2014-05-20,58.5,59.5,57.5,58.174999,25389572.0,53.664463,0.012105690567648876
2014-05-21,2014-05-21,58.950001,60.424999,57.825001,59.575001,18076970.0,54.95591700000001,0.02378034139993268
2014-05-22,2014-05-22,60.424999,62.75,59.650002,62.299999,21608430.0,57.469635,0.044725366598343363
2014-05-23,2014-05-23,62.474998,63.650002,60.875,63.200001,18387942.0,58.299854,0.014342867705390285
2014-05-26,2014-05-26,64.099998,64.650002,57.174999,60.275002,14034166.0,55.601639,-0.047386909825823935
2014-05-27,2014-05-27,60.5,61.349998,57.575001,59.075001,6533324.0,54.494682,-0.020109560312816743
2014-05-28,2014-05-28,59.575001,60.0,58.099998,58.375,3801098.0,53.84895699999999,-0.011920084128210108
2014-05-29,2014-05-29,58.0,59.900002,57.349998,57.950001,6430970.0,53.456905000000006,-0.00730721951576907
2014-05-30,2014-05-30,58.5,59.099998,57.150002,58.150002,5087302.0,53.641403,0.003445398642733189
2014-06-02,2014-06-02,58.950001,59.424999,58.049999,58.900002,9167964.0,54.333252,0.012815201279757105
2014-06-03,2014-06-03,58.950001,59.799999,57.549999,57.924999,8808352.0,53.433846,-0.01669204979335337
2014-06-04,2014-06-04,57.924999,61.5,57.674999,61.150002,15716814.0,56.40880600000001,0.05418091565636063
2014-06-05,2014-06-05,61.974998,62.625,59.849998,61.025002,16405532.0,56.293491,-0.002046365394685168
2014-06-06,2014-06-06,61.849998,63.825001,60.099998,63.349998,15476530.0,58.438225,0.03739129771572003
2014-06-09,2014-06-09,64.375,64.650002,62.799999,63.75,11227152.0,58.807213,0.006294304060191713
2014-06-10,2014-06-10,63.75,64.199997,61.375,62.775002,8772916.0,57.90780600000001,-0.015412323304669684
2014-06-11,2014-06-11,62.825001,66.099998,61.5,63.150002,17756280.0,58.25373100000001,0.005955947752164903
2014-06-12,2014-06-12,63.5,65.0,61.75,63.200001,10143392.0,58.299854,0.0007914471684005164
2014-06-13,2014-06-13,63.599998,64.400002,60.400002,61.400002,8319160.0,56.639416,-0.02889445046730188
2014-06-16,2014-06-16,60.849998,61.200001,57.5,59.549999,14293972.0,54.93285,-0.03059360837298009
2014-06-17,2014-06-17,59.25,62.849998,58.849998,62.549999,14450536.0,57.700249,0.04914995870448813
2014-06-18,2014-06-18,62.849998,64.574997,61.450001,63.224998,15759490.0,58.322914,0.010733563229252674
2014-06-19,2014-06-19,63.75,63.950001,60.0,61.375,9599816.0,56.616348,-0.029697274731693923
2014-06-20,2014-06-20,61.0,63.150002,60.549999,61.599998,5816502.0,56.82390600000001,0.003659340036622716
2014-06-23,2014-06-23,61.799999,64.300003,61.275002,63.400002,9073656.0,58.484348,0.02880204541934717
2014-06-24,2014-06-24,63.75,66.474998,63.625,66.125,15909054.0,60.99807,0.04208306144563334
2014-06-25,2014-06-25,66.300003,67.375,65.400002,65.849998,12585396.0,60.744385,-0.004167574363124871
2014-06-26,2014-06-26,66.199997,66.275002,64.5,64.675003,17344200.0,59.660496,-0.018004557135270716
2014-06-27,2014-06-27,65.275002,65.974998,64.300003,65.574997,6406650.0,60.49070699999999,0.013819657102695615
2014-06-30,2014-06-30,65.75,67.949997,65.599998,66.849998,13298792.0,61.666851,0.019256775662121584
2014-07-01,2014-07-01,67.324997,67.349998,65.175003,65.650002,7454296.0,60.559895,-0.01811365028494727
2014-07-02,2014-07-02,66.474998,66.599998,65.050003,65.400002,9910378.0,60.32928100000001,-0.0038153007138488353
2014-07-03,2014-07-03,65.75,66.824997,65.25,65.724998,7640580.0,60.629078,0.004957038378633705
2014-07-04,2014-07-04,65.400002,65.599998,63.674999,64.525002,7991076.0,61.39021700000001,0.01247587723603516
2014-07-07,2014-07-07,63.900002,64.974998,63.125,63.325001,7520776.0,60.248512,-0.01877261524045881
2014-07-08,2014-07-08,63.5,63.700001,58.5,59.275002,9527770.0,56.395275,-0.06609249657153704
2014-07-09,2014-07-09,59.450001,60.275002,56.099998,58.049999,10099802.0,55.229786,-0.020882969198999568
2014-07-10,2014-07-10,57.5,61.924999,56.049999,59.375,12378098.0,56.490414,0.02256855084125053
2014-07-11,2014-07-11,59.299999,60.075001,56.200001,56.674999,8137120.0,53.921589,-0.046540024286662714
2014-07-14,2014-07-14,56.125,59.099998,55.5,58.5,8516850.0,55.65792800000001,0.03169359363534596
2014-07-15,2014-07-15,59.625,62.599998,58.825001,62.0,14407478.0,58.987888,0.0581076053058851
2014-07-16,2014-07-16,63.375,64.449997,61.924999,62.549999,26115506.0,59.511166,0.008831824114837517
2014-07-17,2014-07-17,62.900002,63.400002,61.924999,62.224998,12118180.0,59.201954,-0.005209410708464368
2014-07-18,2014-07-18,61.849998,63.400002,60.575001,63.049999,11448500.0,59.986874,0.013171223520510368
2014-07-21,2014-07-21,63.5,64.050003,62.275002,62.724998,7845170.0,59.677666,-0.00516792507085917
2014-07-22,2014-07-22,63.299999,63.299999,61.25,61.825001,6289102.0,58.821388,-0.014452316288378063
2014-07-23,2014-07-23,62.5,63.224998,61.5,62.224998,7504234.0,59.201954,0.006449017838726867
2014-07-24,2014-07-24,62.075001,62.849998,61.575001,61.875,6087924.0,58.868961,-0.005640574274827337
2014-07-25,2014-07-25,61.25,62.150002,58.625,59.174999,11924476.0,56.300133,-0.044617076339741324
2014-07-28,2014-07-28,59.200001,60.150002,59.025002,59.799999,4684988.0,56.894768000000006,0.010506488626253585
2014-07-30,2014-07-30,59.849998,60.099998,57.700001,59.849998,7506608.0,56.942337,0.0008357380973231798
2014-07-31,2014-07-31,59.375,61.349998,59.375,59.974998,18306958.0,57.061264,0.002086373449560419
2014-08-01,2014-08-01,59.0,60.75,58.450001,58.924999,8485070.0,56.062279,-0.01766229987831469
2014-08-04,2014-08-04,59.400002,60.200001,59.025002,59.775002,5803270.0,56.870983,0.014322048423111687
2014-08-05,2014-08-05,60.075001,60.349998,59.075001,59.775002,5191846.0,56.870983,0.0
2014-08-06,2014-08-06,59.200001,60.424999,59.150002,59.700001,7034422.0,56.799629,-0.0012554521897376605
2014-08-07,2014-08-07,59.75,60.25,58.075001,58.450001,7064082.0,55.610352,-0.02116042303939469
2014-08-08,2014-08-08,57.900002,57.900002,56.25,56.474998,7324502.0,53.731304,-0.03437359703438192
2014-08-11,2014-08-11,56.974998,57.400002,56.849998,57.0,6677606.0,54.230801,0.009253257224306031
2014-08-12,2014-08-12,57.099998,57.575001,56.549999,57.400002,4171082.0,54.61137,0.006993071663632389
2014-08-13,2014-08-13,56.875,57.400002,55.275002,55.924999,6890244.0,53.208027,-0.026032834405314453
2014-08-14,2014-08-14,55.775002,57.450001,55.625,57.275002,6003966.0,54.49243900000001,0.023852689675319283
2014-08-18,2014-08-18,57.0,59.625,56.849998,59.450001,11947512.0,56.561775,0.037271445598639374
2014-08-19,2014-08-19,59.825001,60.849998,59.400002,60.150002,11175322.0,57.227764,0.011705761541689341
2014-08-20,2014-08-20,60.25,60.349998,58.825001,59.025002,3893588.0,56.157421,-0.018880328941709656
2014-08-21,2014-08-21,58.950001,61.700001,58.950001,61.299999,9954184.0,58.321896,0.03781876116160099
2014-08-22,2014-08-22,61.650002,62.875,60.900002,61.299999,12642904.0,58.321896,0.0
2014-08-25,2014-08-25,61.724998,62.0,58.849998,59.275002,6514670.0,56.395275,-0.03359221906120702
2014-08-26,2014-08-26,58.700001,59.549999,58.0,58.825001,5651894.0,55.96714,-0.007620645604063725
2014-08-27,2014-08-27,59.0,61.450001,59.0,61.075001,6368284.0,58.107826,0.03753562078722883
2014-08-28,2014-08-28,61.474998,61.474998,60.025002,60.375,8995556.0,57.441833,-0.01152751779128458
2014-09-01,2014-09-01,60.75,62.325001,60.575001,62.200001,6971144.0,59.178169,0.029779871196143226
2014-09-02,2014-09-02,62.5,62.799999,61.549999,61.75,6651580.0,58.750034,-0.0072609752393315566
2014-09-03,2014-09-03,61.625,63.849998,61.424999,62.900002,10945844.0,59.844162,0.0184521516391154
2014-09-04,2014-09-04,62.575001,63.674999,61.5,62.724998,7483734.0,59.677666,-0.002786036834963923
2014-09-05,2014-09-05,62.375,63.099998,61.849998,62.349998,7625032.0,59.32088100000001,-0.005996477740153772
2014-09-08,2014-09-08,62.650002,63.599998,62.099998,63.275002,9541954.0,60.200947,0.01472671427655303
2014-09-09,2014-09-09,63.424999,63.450001,62.150002,62.450001,4757274.0,59.416023,-0.013124145620018624
2014-09-10,2014-09-10,62.200001,62.299999,61.5,62.0,4378516.0,58.987888,-0.007231802772404983
2014-09-11,2014-09-11,62.25,64.650002,62.200001,64.050003,16696174.0,60.938293,0.03252962731109399
2014-09-12,2014-09-12,64.375,64.425003,63.549999,63.75,10205908.0,60.652866,-0.00469487299282445
2014-09-15,2014-09-15,63.325001,65.0,62.625,64.025002,12591512.0,60.914509,0.004304500347934059
2014-09-16,2014-09-16,63.950001,64.949997,59.950001,61.099998,10530518.0,58.131611,-0.04676179428754157
2014-09-17,2014-09-17,61.325001,62.0,59.299999,61.325001,7750652.0,58.34568,0.0036757249277536985
2014-09-18,2014-09-18,61.25,63.200001,60.849998,62.674999,5139630.0,59.630093,0.021775042749392348
2014-09-19,2014-09-19,62.825001,64.074997,62.099998,63.150002,10429574.0,60.082016,0.0075501994011277765
2014-09-22,2014-09-22,62.174999,64.5,62.049999,64.175003,8217134.0,61.05722,0.016100895129806503
2014-09-23,2014-09-23,64.199997,65.974998,62.5,63.025002,12710286.0,59.96309300000001,-0.018082200988813742
2014-09-24,2014-09-24,63.025002,63.950001,62.5,63.325001,6537884.0,60.248512,0.004748618676789107
2014-09-25,2014-09-25,62.900002,63.424999,60.200001,61.075001,9971030.0,58.107826,-0.036177521388371936
2014-09-26,2014-09-26,60.849998,63.299999,60.049999,62.849998,5640330.0,59.79659300000001,0.028648332507423824
2014-09-29,2014-09-29,62.375,63.325001,61.875,62.724998,4397222.0,59.677666,-0.0019908395377452592
2014-09-30,2014-09-30,62.150002,64.175003,61.700001,62.924999,5685258.0,59.86795,0.003183456944186425
2014-10-01,2014-10-01,62.625,63.25,61.5,61.849998,4748936.0,58.845173,-0.017231495243613004
2014-10-07,2014-10-07,62.25,62.875,60.450001,60.799999,4599462.0,57.846184,-0.017122320487467313
2014-10-08,2014-10-08,61.0,62.0,60.599998,61.174999,3450780.0,58.202969,0.0061488794171769
2014-10-09,2014-10-09,61.599998,66.300003,61.599998,65.949997,13762054.0,62.745987,0.07515825659368948
2014-10-10,2014-10-10,65.25,66.724998,63.849998,64.199997,14493632.0,61.08100500000001,-0.02689368972951911
2014-10-13,2014-10-13,63.549999,68.150002,63.325001,67.849998,12123892.0,64.553673,0.0552960832543512
2014-10-14,2014-10-14,68.599998,70.0,67.050003,69.525002,17730528.0,66.147308,0.024387177043156072
2014-10-15,2014-10-15,69.525002,69.525002,69.525002,69.525002,0.0,66.147308,0.0
2014-10-16,2014-10-16,69.449997,69.800003,65.099998,65.75,15536302.0,62.55570600000001,-0.05582673856968157
2014-10-17,2014-10-17,66.0,68.5,64.574997,67.925003,15749176.0,64.625038,0.032544465062221306
2014-10-20,2014-10-20,69.699997,70.224998,68.699997,69.324997,15759578.0,65.95701600000001,0.020401336292787956
2014-10-21,2014-10-21,69.724998,70.900002,68.849998,70.25,20224952.0,66.837082,0.01325478915215772
2014-10-22,2014-10-22,71.25,71.599998,69.550003,70.824997,10378104.0,67.384148,0.008151751096638016
2014-10-27,2014-10-27,71.025002,71.400002,68.574997,69.175003,10178988.0,65.814308,-0.023572535876089876
2014-10-28,2014-10-28,69.474998,70.125,69.375,69.824997,4737762.0,66.432724,0.00935250490456596
2014-10-29,2014-10-29,70.050003,70.474998,69.275002,69.525002,4651076.0,66.147308,-0.0043055720625995155
2014-10-30,2014-10-30,69.474998,70.125,68.5,69.800003,9348488.0,66.40894300000001,0.003947536804670193
2014-10-31,2014-10-31,70.0,71.400002,69.650002,71.025002,8397346.0,67.574432,0.01739795550349932
2014-11-03,2014-11-03,72.474998,72.75,71.400002,72.074997,7346196.0,68.57341,0.014675163610692543
2014-11-05,2014-11-05,72.150002,73.5,71.974998,73.0,7475212.0,69.453476,0.012752268081362315
2014-11-07,2014-11-07,73.800003,73.800003,71.699997,72.375,7449790.0,68.858841,-0.008598491826926844
2014-11-10,2014-11-10,72.5,72.949997,71.099998,72.675003,5017866.0,69.144272,0.004136593744959782
2014-11-11,2014-11-11,72.599998,73.599998,71.400002,73.25,4905912.0,69.69133000000001,0.007880699523592938
2014-11-12,2014-11-12,73.5,73.675003,72.25,72.650002,4065984.0,69.120483,-0.008224807466860717
2014-11-13,2014-11-13,73.175003,73.349998,69.75,71.050003,4089168.0,67.598213,-0.02226956453033946
2014-11-14,2014-11-14,70.900002,72.599998,69.525002,69.800003,10265022.0,66.40894300000001,-0.017749816639979876
2014-11-17,2014-11-17,71.25,72.25,70.224998,72.0,6894230.0,68.50206,0.031032086660409238
2014-11-18,2014-11-18,71.625,72.349998,71.050003,71.824997,5074064.0,68.335564,-0.0024334839687600858
2014-11-19,2014-11-19,72.050003,72.900002,71.25,71.449997,6094132.0,67.97878299999999,-0.0052346920564287905
2014-11-20,2014-11-20,71.099998,71.800003,70.349998,71.150002,4051352.0,67.693359,-0.0042075612115741725
2014-11-21,2014-11-21,71.925003,74.75,71.550003,73.800003,11748770.0,70.21462199999999,0.03656849936864681
2014-11-24,2014-11-24,74.0,74.724998,72.800003,73.050003,5271518.0,69.501053,-0.010214676405474243
2014-11-25,2014-11-25,73.449997,73.875,70.0,72.050003,18898144.0,68.549637,-0.013783792945617712
2014-11-26,2014-11-26,72.0,72.625,71.125,71.75,4421384.0,68.264206,-0.004172551663754297
2014-11-27,2014-11-27,71.5,74.349998,71.25,73.949997,6943128.0,70.357323,0.03020131303390894
2014-11-28,2014-11-28,74.625,76.474998,74.300003,75.900002,9768876.0,72.212585,0.026027466228577545
2014-12-01,2014-12-01,75.75,76.099998,73.599998,73.849998,6518964.0,70.26218399999999,-0.027380607290528932
2014-12-02,2014-12-02,73.5,74.224998,72.099998,73.275002,8844578.0,69.715126,-0.007816420893809628
2014-12-03,2014-12-03,73.599998,75.800003,73.550003,74.925003,7703116.0,71.28495799999997,0.022268027417608142
2014-12-04,2014-12-04,75.025002,75.349998,73.199997,73.650002,5453374.0,70.071907,-0.017163379767885626
2014-12-05,2014-12-05,73.724998,74.849998,72.675003,72.974998,4590642.0,69.429695,-0.009207299811797576
2014-12-08,2014-12-08,72.949997,73.324997,70.224998,70.650002,5103174.0,67.217651,-0.032378781112295314
2014-12-09,2014-12-09,70.699997,71.324997,68.875,69.125,5255352.0,65.766739,-0.021821652521709645
2014-12-10,2014-12-10,68.5,70.875,68.099998,70.375,7189266.0,66.956009,0.017921597449193527
2014-12-11,2014-12-11,70.400002,71.824997,69.099998,71.199997,6459400.0,67.740921,0.011654621742949622
2014-12-12,2014-12-12,71.949997,72.25,70.800003,71.099998,4815752.0,67.64579,-0.0014053227965105108
2014-12-15,2014-12-15,70.275002,70.949997,69.300003,70.125,4691512.0,66.71815500000001,-0.013808015812989185
2014-12-16,2014-12-16,69.099998,70.525002,66.449997,66.949997,6981690.0,63.697407,-0.04633324947727857
2014-12-17,2014-12-17,66.300003,70.900002,65.650002,69.375,10025726.0,66.00458499999999,0.03558035399731985
2014-12-18,2014-12-18,71.0,71.650002,70.099998,70.824997,5150322.0,67.384148,0.020685588067253846
2014-12-19,2014-12-19,72.0,74.199997,71.300003,72.900002,9783544.0,69.358337,0.028876558451860213
2014-12-22,2014-12-22,72.849998,73.324997,71.599998,72.949997,3088264.0,69.405907,0.0006856233348333518
2014-12-23,2014-12-23,73.150002,74.099998,71.849998,73.300003,4821730.0,69.73891400000001,0.004786489836788199
2014-12-24,2014-12-24,73.400002,74.25,72.75,73.849998,6571100.0,70.26218399999999,0.0074752618964692985
2014-12-26,2014-12-26,73.900002,74.5,73.275002,73.925003,3164124.0,70.33354200000001,0.0010150807305082663
2014-12-29,2014-12-29,74.349998,75.599998,73.5,74.724998,4076750.0,71.094673,0.01076359972998997
2014-12-30,2014-12-30,75.0,75.425003,74.175003,75.074997,2247850.0,71.427666,0.004672861928346706
2014-12-31,2014-12-31,75.349998,75.974998,74.650002,75.849998,2373742.0,72.16501600000002,0.010270112247092731
2015-01-01,2015-01-01,75.75,75.949997,74.800003,75.050003,3335568.0,71.40389300000002,-0.010602993864935684
2015-01-02,2015-01-02,75.050003,75.900002,74.199997,74.5,4671958.0,70.880608,-0.0073555075305549176
2015-01-05,2015-01-05,74.925003,75.050003,73.675003,73.900002,4015974.0,70.309753,-0.008086360947036297
2015-01-06,2015-01-06,73.150002,74.425003,72.550003,72.849998,5133636.0,69.31076800000001,-0.01431024667045655
2015-01-07,2015-01-07,73.0,74.074997,72.375,73.074997,4635120.0,69.524826,0.0030836208993791914
2015-01-08,2015-01-08,74.25,74.75,73.574997,74.25,10707970.0,70.64275400000002,0.015951644525695308
2015-01-09,2015-01-09,74.875,75.224998,74.025002,74.625,7128944.0,70.999542,0.005037884370563185
2015-01-12,2015-01-12,74.550003,75.400002,74.025002,74.925003,5754872.0,71.28495799999997,0.0040119111052066
2015-01-13,2015-01-13,75.074997,75.400002,73.275002,74.175003,5226262.0,70.571404,-0.010060317467079471
2015-01-14,2015-01-14,74.25,75.0,73.25,74.074997,5299726.0,70.476242,-0.0013493598388594208
2015-01-15,2015-01-15,76.5,76.900002,71.625,72.324997,18783478.0,68.811272,-0.023908091386800837
2015-01-16,2015-01-16,72.925003,73.025002,71.525002,72.375,8802216.0,68.858841,0.000691057788164251
2015-01-19,2015-01-19,72.599998,73.699997,72.425003,73.474998,9952050.0,69.905403,0.01508431587299608
2015-01-20,2015-01-20,74.0,74.074997,72.25,72.425003,10663742.0,68.906418,-0.01439361921642579
2015-01-21,2015-01-21,72.949997,73.199997,71.300003,72.199997,12292622.0,68.692337,-0.003111673106878321
2015-01-22,2015-01-22,72.550003,72.949997,71.599998,71.925003,7370600.0,68.430717,-0.003815847296505304
2015-01-23,2015-01-23,72.900002,72.949997,71.650002,71.949997,6686906.0,68.454491,0.0003473567463769811
2015-01-27,2015-01-27,72.0,72.900002,72.0,72.599998,6674604.0,69.072914,0.00899351177800689
2015-01-28,2015-01-28,72.5,73.775002,72.425003,72.550003,9174358.0,69.025345,-0.0006889153016969017
2015-01-29,2015-01-29,72.449997,73.224998,71.650002,72.125,10361696.0,68.620987,-0.005875335104283508
2015-01-30,2015-01-30,72.5,72.650002,70.474998,70.925003,6540618.0,67.479294,-0.016777625624686543
2015-02-02,2015-02-02,70.949997,72.75,69.75,72.400002,4263996.0,68.88262900000001,0.020583231955390247
2015-02-03,2015-02-03,72.900002,73.050003,71.449997,71.550003,5252160.0,68.073921,-0.011809838950259888
2015-02-04,2015-02-04,71.75,71.925003,69.925003,70.050003,4880360.0,66.64679699999999,-0.02118719981326045
2015-02-05,2015-02-05,69.949997,69.974998,66.550003,68.525002,10884832.0,65.195892,-0.02201052764302069
2015-02-06,2015-02-06,68.900002,70.400002,68.425003,69.824997,7816662.0,66.432724,0.018793305593549192
2015-02-09,2015-02-09,69.0,71.199997,69.0,70.349998,6057002.0,66.93222800000001,0.007490818662668097
2015-02-10,2015-02-10,69.949997,71.400002,67.125,68.849998,5472650.0,65.505089,-0.02155275078926433
2015-02-11,2015-02-11,69.175003,70.275002,68.0,69.875,3683836.0,66.480301,0.014777843934818513
2015-02-12,2015-02-12,69.974998,70.599998,69.050003,70.349998,3205282.0,66.93222800000001,0.006774906854445817
2015-02-13,2015-02-13,70.574997,70.75,69.349998,69.974998,3616122.0,66.575447,-0.005344739159360401
2015-02-16,2015-02-16,70.0,70.5,69.25,69.5,4675190.0,66.12352,-0.006811337834090382
2015-02-18,2015-02-18,69.5,69.974998,68.099998,68.349998,5510626.0,65.029381,-0.016685324923360945
2015-02-19,2015-02-19,68.599998,69.25,67.525002,68.349998,3906832.0,65.029381,0.0
2015-02-20,2015-02-20,68.5,70.25,68.074997,69.425003,3867048.0,66.05216999999999,0.015605701175144482
2015-02-23,2015-02-23,71.0,72.675003,71.0,71.425003,8335508.0,67.95500200000001,0.02840086651133333
2015-02-24,2015-02-24,71.75,71.949997,70.5,70.925003,4809242.0,67.479294,-0.007024955574732593
2015-02-25,2015-02-25,71.199997,71.550003,69.699997,70.199997,3880080.0,66.789505,-0.010274837842852769
2015-02-26,2015-02-26,70.300003,70.400002,69.099998,69.474998,8719124.0,66.099731,-0.010381280163134221
2015-02-27,2015-02-27,69.074997,71.349998,69.074997,71.099998,3911514.0,67.64579,0.02312044334560337
2015-03-02,2015-03-02,72.5,75.699997,71.900002,75.074997,11822278.0,71.427666,0.054400152683101936
2015-03-03,2015-03-03,75.699997,75.949997,74.300003,75.449997,5302808.0,71.784447,0.004982563704208687
2015-03-04,2015-03-04,76.75,77.199997,72.375,73.025002,6221302.0,69.477264,-0.03266827463152655
2015-03-05,2015-03-05,73.5,73.75,72.275002,73.349998,2779412.0,69.78647600000001,0.00444067505479584
2015-03-09,2015-03-09,72.25,72.699997,71.0,71.5,2952272.0,68.026352,-0.02554507789627181
2015-03-10,2015-03-10,71.5,71.875,68.224998,69.375,6970104.0,66.00458499999999,-0.03017095020725602
2015-03-11,2015-03-11,69.449997,69.775002,68.550003,69.224998,4275620.0,65.86187,-0.0021645392032567656
2015-03-12,2015-03-12,69.349998,70.300003,69.224998,69.800003,2513820.0,66.40894300000001,0.008272061041057377
2015-03-13,2015-03-13,70.25,70.400002,67.675003,68.0,6196714.0,64.696396,-0.02612623443866635
2015-03-16,2015-03-16,68.25,68.699997,67.699997,68.300003,3382664.0,64.98181899999999,0.004402026368214962
2015-03-17,2015-03-17,68.75,70.75,68.75,70.349998,3015166.0,66.93222800000001,0.029573061991048814
2015-03-18,2015-03-18,70.599998,70.699997,69.5,70.375,23554048.0,66.956009,0.0003552365881107633
2015-03-19,2015-03-19,71.0,71.300003,69.0,69.675003,2253804.0,66.29001600000001,-0.009996524040019494
2015-03-20,2015-03-20,69.25,70.199997,68.550003,68.75,2829680.0,65.40995799999999,-0.013364787747715212
2015-03-23,2015-03-23,69.199997,69.224998,67.300003,67.800003,1599708.0,64.506111,-0.013914546369434788
2015-03-24,2015-03-24,67.800003,68.474998,65.675003,66.25,3731148.0,63.031418,-0.02312666300432209
2015-03-25,2015-03-25,66.449997,68.5,66.324997,68.175003,2737970.0,64.862892,0.02864238773376293
2015-03-26,2015-03-26,67.75,68.449997,66.25,66.650002,5942116.0,63.411976,-0.02262294872561732
2015-03-27,2015-03-27,66.900002,67.0,63.650002,65.775002,6735426.0,62.579491,-0.013215134884998037
2015-03-30,2015-03-30,66.699997,67.0,65.150002,65.974998,3118804.0,62.769768000000006,0.0030359516708209355
2015-03-31,2015-03-31,66.449997,66.974998,64.900002,66.025002,3777944.0,62.817341000000006,0.0007576096408987709
